,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,CensusTract
476,55,063,010401,5214,+43.895050,-091.183694,55063010401
477,55,063,010402,9163,+43.900000,-091.231883,55063010402
478,55,063,010500,5761,+43.876118,-091.214847,55063010500
479,55,063,010600,3266,+43.838257,-091.157907,55063010600
480,55,063,010700,5484,+43.764783,-091.181651,55063010700
481,55,063,010800,3302,+43.803258,-091.039454,55063010800
482,55,065,970100,3035,+42.744528,-089.912199,55065970100
483,55,065,970200,3895,+42.701041,-090.132211,55065970200
484,55,065,970300,3433,+42.697204,-090.346619,55065970300
485,55,065,970400,3196,+42.566835,-090.303856,55065970400
486,55,065,970500,3277,+42.594251,-089.978819,55065970500
487,55,067,960100,2703,+45.395490,-089.146408,55067960100
488,55,067,960300,2620,+45.205854,-089.178650,55067960300
489,55,067,960400,3930,+45.107631,-089.059316,55067960400
490,55,067,960500,1880,+45.216685,-088.820402,55067960500
491,55,067,960600,4718,+45.140191,-089.161385,55067960600
492,55,067,960700,4126,+45.141645,-089.143580,55067960700
493,55,069,960100,2286,+45.501152,-089.592796,55069960100
494,55,069,960200,2623,+45.475439,-089.726029,55069960200
495,55,069,960300,1775,+45.507713,-089.792915,55069960300
496,55,069,960400,1929,+45.265376,-089.834769,55069960400
497,55,069,960500,1832,+45.430381,-089.660675,55069960500
498,55,069,960600,4446,+45.194643,-089.595216,55069960600
499,55,069,960700,3907,+45.241649,-089.689936,55069960700
500,55,069,960800,3439,+45.179828,-089.717363,55069960800
501,55,069,960900,2898,+45.184349,-089.695915,55069960900
502,55,069,961000,3608,+45.180007,-089.671863,55069961000
503,55,071,000100,5236,+44.119855,-087.650692,55071000100
504,55,071,000200,2404,+44.112262,-087.675928,55071000200
505,55,071,000300,5615,+44.114218,-087.702875,55071000300
506,55,071,000400,4176,+44.102747,-087.659403,55071000400
507,55,071,000500,2850,+44.091874,-087.675338,55071000500
508,55,071,000600,5369,+44.084109,-087.697024,55071000600
509,55,071,000700,5901,+44.075775,-087.673317,55071000700
510,55,071,000800,4046,+44.078646,-087.661618,55071000800
511,55,071,005100,2430,+44.158408,-087.559726,55071005100
512,55,071,005200,4551,+44.166952,-087.584019,55071005200
513,55,071,005300,2071,+44.155651,-087.570719,55071005300
514,55,071,005400,3116,+44.143199,-087.585400,55071005400
515,55,071,010100,4507,+44.232218,-087.615942,55071010100
516,55,071,010200,5891,+44.239662,-087.747923,55071010200
517,55,071,010300,4493,+44.166449,-087.936897,55071010300
518,55,071,010400,6182,+44.062042,-087.882792,55071010400
519,55,071,010500,3636,+44.061571,-087.749441,55071010500
520,55,071,010600,5103,+43.932859,-087.849338,55071010600
521,55,071,010700,3865,+43.915571,-088.025366,55071010700
522,55,071,990000,0,+44.104606,-087.310738,55071990000
523,55,073,000100,3138,+44.962523,-089.626135,55073000100
524,55,073,000200,2932,+44.969761,-089.617179,55073000200
525,55,073,000300,5188,+44.987504,-089.612590,55073000300
526,55,073,000400,6150,+44.980079,-089.642950,55073000400
527,55,073,000500,2970,+44.965090,-089.644573,55073000500
528,55,073,000601,2066,+44.950926,-089.654707,55073000601
529,55,073,000602,4083,+44.949347,-089.641150,55073000602
530,55,073,000700,5382,+44.951513,-089.613253,55073000700
531,55,073,000800,3463,+44.934799,-089.623447,55073000800
532,55,073,000900,2240,+44.913760,-089.612031,55073000900
533,55,073,001000,3626,+44.883875,-089.618732,55073001000
534,55,073,001102,7996,+44.923346,-089.553355,55073001102
535,55,073,001103,5083,+44.910616,-089.568391,55073001103
536,55,073,001104,5926,+44.897852,-089.589171,55073001104
537,55,073,001201,8096,+44.831997,-089.626163,55073001201
538,55,073,001202,5321,+44.803557,-089.721407,55073001202
539,55,073,001300,6811,+44.913003,-089.665524,55073001300
540,55,073,001400,6635,+44.967001,-089.716888,55073001400
541,55,073,001500,4134,+45.047628,-089.643161,55073001500
542,55,073,001600,6057,+44.952097,-089.372535,55073001600
543,55,073,001700,3696,+44.774297,-089.357516,55073001700
544,55,073,001800,5449,+44.743634,-089.814820,55073001800
545,55,073,001900,5933,+44.912636,-089.899656,55073001900
546,55,073,002000,3839,+44.806877,-090.063754,55073002000
547,55,073,002100,7190,+44.738380,-090.231269,55073002100
548,55,073,002200,3490,+44.934695,-090.251765,55073002200
549,55,073,002300,7169,+45.031074,-089.992166,55073002300
550,55,075,960100,3038,+45.735319,-087.981312,55075960100
551,55,075,960200,4232,+45.559109,-088.107454,55075960200
552,55,075,960600,2428,+45.359167,-087.950980,55075960600
553,55,075,960700,2847,+45.263434,-088.159982,55075960700
554,55,075,960800,2490,+45.238521,-087.991820,55075960800
555,55,075,960900,2758,+45.199973,-087.747589,55075960900
556,55,075,961000,4131,+45.099130,-087.997081,55075961000
557,55,075,961100,5461,+45.055510,-087.774071,55075961100
558,55,075,961200,2822,+45.039328,-087.683128,55075961200
559,55,075,961300,3080,+45.098068,-087.649783,55075961300
560,55,075,961400,4528,+45.086798,-087.629503,55075961400
561,55,075,961500,3934,+45.086649,-087.611699,55075961500
562,55,075,990000,0,+44.953451,-087.636264,55075990000
563,55,077,960100,2823,+43.947952,-089.362749,55077960100
564,55,077,960200,2493,+43.825935,-089.343940,55077960200
565,55,077,960300,3831,+43.760625,-089.327850,55077960300
566,55,077,960400,2602,+43.704027,-089.478758,55077960400
567,55,077,960500,3655,+43.835542,-089.533162,55077960500
568,55,078,940101,1375,+44.875198,-088.633638,55078940101
569,55,078,940102,2857,+44.932370,-088.644981,55078940102
570,55,079,000101,4822,+43.184840,-088.006802,55079000101
571,55,079,000102,3507,+43.165632,-088.010310,55079000102
572,55,079,000201,5450,+43.178599,-088.035007,55079000201
573,55,079,000202,6101,+43.163958,-088.036591,55079000202
574,55,079,000301,1483,+43.132478,-088.061191,55079000301
575,55,079,000302,3028,+43.137567,-088.042634,55079000302
576,55,079,000303,1873,+43.129104,-088.046493,55079000303
577,55,079,000304,3382,+43.143454,-088.022595,55079000304
578,55,079,000400,2439,+43.111360,-088.051419,55079000400
579,55,079,000501,3450,+43.113132,-088.044309,55079000501
580,55,079,000502,4878,+43.122099,-088.030704,55079000502
581,55,079,000600,6290,+43.138132,-088.007140,55079000600
582,55,079,000700,3580,+43.159467,-087.985336,55079000700
583,55,079,000800,5129,+43.140904,-087.977017,55079000800
584,55,079,000900,3694,+43.146766,-087.960087,55079000900
585,55,079,001000,3654,+43.123131,-087.956019,55079001000
586,55,079,001100,2800,+43.127467,-087.962376,55079001100
587,55,079,001200,2985,+43.124076,-087.987877,55079001200
588,55,079,001300,3733,+43.123429,-087.998030,55079001300
589,55,079,001400,2595,+43.132021,-088.016635,55079001400
590,55,079,001500,3173,+43.122894,-088.014555,55079001500
591,55,079,001600,2990,+43.115310,-088.014812,55079001600
592,55,079,001700,4458,+43.108884,-088.016895,55079001700
593,55,079,001800,3153,+43.116158,-087.997316,55079001800
594,55,079,001900,3518,+43.115749,-087.984172,55079001900
595,55,079,002000,2470,+43.115338,-087.966654,55079002000
596,55,079,002100,2474,+43.115394,-087.954303,55079002100
597,55,079,002200,1790,+43.115695,-087.935898,55079002200
598,55,079,002300,4406,+43.106570,-087.938241,55079002300
599,55,079,002400,2244,+43.105350,-087.950210,55079002400
600,55,079,002500,2195,+43.107949,-087.961915,55079002500
601,55,079,002600,2829,+43.100940,-087.961656,55079002600
602,55,079,002700,1995,+43.100995,-087.971540,55079002700
603,55,079,002800,2252,+43.107927,-087.972069,55079002800
604,55,079,002900,2179,+43.108220,-087.981708,55079002900
605,55,079,003000,3782,+43.108453,-087.995119,55079003000
606,55,079,003100,3572,+43.100670,-087.986412,55079003100
607,55,079,003200,2819,+43.100924,-088.001055,55079003200
608,55,079,003300,5182,+43.100922,-088.016746,55079003300
609,55,079,003400,5533,+43.093488,-088.025918,55079003400
610,55,079,003500,3410,+43.094109,-087.998418,55079003500
611,55,079,003600,1893,+43.093012,-087.983587,55079003600
612,55,079,003700,2315,+43.085482,-087.983321,55079003700
613,55,079,003800,2196,+43.086276,-087.972560,55079003800
614,55,079,003900,2630,+43.085915,-087.962392,55079003900
615,55,079,004000,2662,+43.093797,-087.971744,55079004000
616,55,079,004100,2565,+43.093677,-087.960420,55079004100
617,55,079,004200,3047,+43.095567,-087.945909,55079004200
618,55,079,004300,5349,+43.094341,-087.933221,55079004300
619,55,079,004400,3333,+43.088369,-087.909277,55079004400
620,55,079,004500,2478,+43.085424,-087.922773,55079004500
621,55,079,004600,2984,+43.085956,-087.931877,55079004600
622,55,079,004700,4021,+43.086353,-087.943361,55079004700
623,55,079,004800,4002,+43.076807,-087.961800,55079004800
624,55,079,004900,4506,+43.076871,-087.972062,55079004900
625,55,079,005000,4707,+43.076541,-087.983237,55079005000
626,55,079,005100,3401,+43.084771,-087.996997,55079005100
627,55,079,005200,1657,+43.086355,-088.011927,55079005200
628,55,079,005300,1920,+43.079093,-088.012240,55079005300
629,55,079,005400,3690,+43.082624,-088.022638,55079005400
630,55,079,005500,3318,+43.082611,-088.032612,55079005500
631,55,079,005600,2198,+43.070636,-088.025491,55079005600
632,55,079,005700,2371,+43.071305,-088.012707,55079005700
633,55,079,005800,3430,+43.072189,-087.999970,55079005800
634,55,079,005900,3614,+43.068361,-087.984607,55079005900
635,55,079,006000,2658,+43.067976,-087.975543,55079006000
636,55,079,006100,2320,+43.068215,-087.969048,55079006100
637,55,079,006200,2923,+43.067920,-087.961097,55079006200
638,55,079,006300,2462,+43.076606,-087.950667,55079006300
639,55,079,006400,2510,+43.074077,-087.942841,55079006400
640,55,079,006500,2628,+43.079545,-087.942155,55079006500
641,55,079,006600,3053,+43.074487,-087.929575,55079006600
642,55,079,006700,1492,+43.074293,-087.920021,55079006700
643,55,079,006800,2813,+43.079765,-087.926090,55079006800
644,55,079,006900,2585,+43.079685,-087.910348,55079006900
645,55,079,007000,3020,+43.074301,-087.909993,55079007000
646,55,079,007100,1912,+43.073729,-087.901756,55079007100
647,55,079,007200,2791,+43.078164,-087.898743,55079007200
648,55,079,007300,2477,+43.078648,-087.888067,55079007300
649,55,079,007400,4122,+43.079118,-087.878492,55079007400
650,55,079,007500,2706,+43.071157,-087.878441,55079007500
651,55,079,007600,3275,+43.064542,-087.879655,55079007600
652,55,079,007700,3807,+43.064493,-087.886689,55079007700
653,55,079,007800,3446,+43.071312,-087.886427,55079007800
654,55,079,007900,2224,+43.066158,-087.897569,55079007900
655,55,079,008000,1951,+43.067611,-087.902777,55079008000
656,55,079,008100,1331,+43.067532,-087.907370,55079008100
657,55,079,008400,1315,+43.067567,-087.924084,55079008400
658,55,079,008500,1309,+43.067858,-087.929964,55079008500
659,55,079,008600,1500,+43.067818,-087.935162,55079008600
660,55,079,008700,1410,+43.067658,-087.940150,55079008700
661,55,079,008800,2121,+43.067871,-087.946115,55079008800
662,55,079,008900,1462,+43.067962,-087.954572,55079008900
663,55,079,009000,2544,+43.060458,-087.961405,55079009000
664,55,079,009100,2425,+43.060689,-087.968206,55079009100
665,55,079,009200,1901,+43.060704,-087.975434,55079009200
666,55,079,009300,2535,+43.060788,-087.982935,55079009300
667,55,079,009400,2423,+43.053475,-087.983076,55079009400
668,55,079,009500,2121,+43.052896,-087.975399,55079009500
669,55,079,009600,2317,+43.052561,-087.960934,55079009600
670,55,079,009700,1939,+43.053663,-087.953042,55079009700
671,55,079,009800,1433,+43.059794,-087.955204,55079009800
672,55,079,009900,1458,+43.060100,-087.946642,55079009900
673,55,079,010600,1192,+43.060117,-087.907428,55079010600
674,55,079,010700,2208,+43.060582,-087.901821,55079010700
675,55,079,010800,2469,+43.056595,-087.890600,55079010800
676,55,079,011000,3428,+43.049859,-087.897220,55079011000
677,55,079,011100,1481,+43.049209,-087.901582,55079011100
678,55,079,011200,2219,+43.055074,-087.897231,55079011200
679,55,079,011300,1829,+43.047937,-087.906185,55079011300
680,55,079,011400,1137,+43.054595,-087.908944,55079011400
681,55,079,012200,2557,+43.048858,-087.952792,55079012200
682,55,079,012300,1122,+43.044864,-087.961000,55079012300
683,55,079,012400,2592,+43.046736,-087.973845,55079012400
684,55,079,012500,2014,+43.038069,-087.977786,55079012500
685,55,079,012600,2169,+43.033959,-087.994967,55079012600
686,55,079,012700,1189,+43.031003,-088.011706,55079012700
687,55,079,012800,2958,+43.032252,-088.025953,55079012800
688,55,079,012900,2942,+43.028308,-087.999527,55079012900
689,55,079,013000,1800,+43.027608,-087.987867,55079013000
690,55,079,013300,1066,+43.034631,-087.962219,55079013300
691,55,079,013400,2335,+43.035780,-087.953746,55079013400
692,55,079,013500,1911,+43.040306,-087.952765,55079013500
693,55,079,013600,2489,+43.044347,-087.953055,55079013600
694,55,079,013700,1578,+43.042355,-087.945092,55079013700
695,55,079,014100,1551,+43.049225,-087.920712,55079014100
696,55,079,014300,2297,+43.043738,-087.901043,55079014300
697,55,079,014400,2612,+43.043896,-087.906763,55079014400
698,55,079,014600,3946,+43.041212,-087.930766,55079014600
699,55,079,014700,3291,+43.041500,-087.935036,55079014700
700,55,079,014800,2403,+43.040674,-087.939701,55079014800
701,55,079,014900,1483,+43.037247,-087.944210,55079014900
702,55,079,015700,3231,+43.021184,-087.927696,55079015700
703,55,079,015800,3058,+43.021316,-087.937943,55079015800
704,55,079,015900,3819,+43.021704,-087.947439,55079015900
705,55,079,016000,3310,+43.021151,-087.957109,55079016000
706,55,079,016100,3574,+43.016679,-087.957444,55079016100
707,55,079,016200,3366,+43.016626,-087.946951,55079016200
708,55,079,016300,5124,+43.015945,-087.937831,55079016300
709,55,079,016400,4948,+43.016686,-087.927596,55079016400
710,55,079,016500,2695,+43.016287,-087.918250,55079016500
711,55,079,016600,2313,+43.011069,-087.915725,55079016600
712,55,079,016700,3355,+43.010256,-087.921970,55079016700
713,55,079,016800,3450,+43.009512,-087.929287,55079016800
714,55,079,016900,4130,+43.009465,-087.937491,55079016900
715,55,079,017000,6112,+43.010390,-087.947507,55079017000
716,55,079,017100,2937,+43.010377,-087.956813,55079017100
717,55,079,017200,2509,+43.003560,-087.956308,55079017200
718,55,079,017300,3894,+43.003694,-087.948698,55079017300
719,55,079,017400,2953,+43.004742,-087.937808,55079017400
720,55,079,017500,4185,+43.002839,-087.929769,55079017500
721,55,079,017600,3195,+43.001918,-087.922589,55079017600
722,55,079,017900,3003,+42.998902,-087.904984,55079017900
723,55,079,018000,2749,+43.001534,-087.899126,55079018000
724,55,079,018100,1637,+42.996079,-087.888824,55079018100
725,55,079,018200,1608,+42.990536,-087.880927,55079018200
726,55,079,018300,2344,+42.991310,-087.892923,55079018300
727,55,079,018400,1404,+42.993210,-087.905892,55079018400
728,55,079,018500,1633,+42.978015,-087.913851,55079018500
729,55,079,018600,3000,+42.996237,-087.922632,55079018600
730,55,079,018700,3876,+42.995787,-087.929953,55079018700
731,55,079,018800,2066,+43.000388,-087.936097,55079018800
732,55,079,018900,1635,+42.996657,-087.952961,55079018900
733,55,079,019000,4545,+42.993824,-087.970807,55079019000
734,55,079,019100,3584,+42.983286,-087.966889,55079019100
735,55,079,019200,3186,+42.992226,-087.985998,55079019200
736,55,079,019300,2557,+42.995419,-087.996273,55079019300
737,55,079,019400,3732,+42.984532,-088.027694,55079019400
738,55,079,019500,3350,+42.977224,-088.026374,55079019500
739,55,079,019600,3616,+42.984854,-088.008480,55079019600
740,55,079,019700,5344,+42.975509,-088.008545,55079019700
741,55,079,019800,4913,+42.982010,-087.989895,55079019800
742,55,079,019900,3479,+42.973355,-087.980735,55079019900
743,55,079,020000,3411,+42.982129,-087.953770,55079020000
744,55,079,020100,3529,+42.984763,-087.941029,55079020100
745,55,079,020200,3024,+42.977788,-087.940700,55079020200
746,55,079,020300,3773,+42.980662,-087.928380,55079020300
747,55,079,020400,3216,+42.988611,-087.930070,55079020400
748,55,079,020500,2921,+42.988522,-087.922710,55079020500
749,55,079,020600,3525,+42.981915,-087.904544,55079020600
750,55,079,020700,4311,+42.979977,-087.893356,55079020700
751,55,079,020800,3009,+42.984861,-087.879621,55079020800
752,55,079,020900,2553,+42.970116,-087.901542,55079020900
753,55,079,021000,2189,+42.963167,-087.901595,55079021000
754,55,079,021100,1364,+42.969987,-087.913531,55079021100
755,55,079,021200,2097,+42.964288,-087.916757,55079021200
756,55,079,021300,1631,+42.969357,-087.939028,55079021300
757,55,079,021400,3288,+42.962244,-087.939137,55079021400
758,55,079,021500,2824,+42.952873,-087.944054,55079021500
759,55,079,021600,4365,+42.951730,-087.931331,55079021600
760,55,079,021700,6142,+42.934923,-087.936408,55079021700
761,55,079,021800,2223,+42.940413,-087.956843,55079021800
762,55,079,030100,4300,+43.182418,-087.905397,55079030100
763,55,079,035100,2257,+43.155586,-087.896776,55079035100
764,55,079,035200,4435,+43.160018,-087.907538,55079035200
765,55,079,040100,1597,+43.172578,-087.933514,55079040100
766,55,079,050101,5990,+43.176521,-087.984882,55079050101
767,55,079,050102,6009,+43.176115,-087.967368,55079050102
768,55,079,060101,4038,+43.139922,-087.926122,55079060101
769,55,079,060102,3138,+43.148864,-087.938888,55079060102
770,55,079,060200,5705,+43.120191,-087.927303,55079060200
771,55,079,070100,4373,+43.119474,-087.907570,55079070100
772,55,079,070200,5172,+43.111289,-087.894924,55079070200
773,55,079,070300,4541,+43.106699,-087.904319,55079070300
774,55,079,080100,2680,+43.095750,-087.896166,55079080100
775,55,079,080200,3368,+43.094278,-087.887817,55079080200
776,55,079,080300,3884,+43.089521,-087.878850,55079080300
777,55,079,080400,3254,+43.086020,-087.887815,55079080400
778,55,079,090100,4558,+43.098027,-088.040583,55079090100
779,55,079,090200,1800,+43.082297,-088.042394,55079090200
780,55,079,090300,3297,+43.065708,-088.057694,55079090300
781,55,079,090600,4642,+43.037600,-088.053702,55079090600
782,55,079,090700,3159,+43.061599,-088.026816,55079090700
783,55,079,090800,2363,+43.063060,-088.017404,55079090800
784,55,079,090900,3837,+43.060961,-088.000695,55079090900
785,55,079,091000,4438,+43.064406,-087.996958,55079091000
786,55,079,091100,4250,+43.055245,-088.005109,55079091100
787,55,079,091200,4699,+43.047478,-088.003028,55079091200
788,55,079,091300,3737,+43.037420,-088.009669,55079091300
789,55,079,091400,2195,+43.039966,-087.993833,55079091400
790,55,079,100100,3693,+43.016212,-087.985841,55079100100
791,55,079,100200,3724,+43.013052,-087.990917,55079100200
792,55,079,100300,3067,+43.016744,-088.003467,55079100300
793,55,079,100400,2801,+43.014866,-088.009835,55079100400
794,55,079,100500,3557,+43.013572,-088.024929,55079100500
795,55,079,100600,2103,+43.020122,-088.022425,55079100600
796,55,079,100700,2834,+43.020829,-088.037092,55079100700
797,55,079,100800,2975,+43.019913,-088.056836,55079100800
798,55,079,100900,3662,+43.009523,-088.045244,55079100900
799,55,079,101000,5121,+42.988974,-088.056810,55079101000
800,55,079,101100,1812,+42.991910,-088.043089,55079101100
801,55,079,101200,3240,+42.991218,-088.026582,55079101200
802,55,079,101300,3142,+42.999136,-088.027711,55079101300
803,55,079,101400,3660,+43.006223,-088.027085,55079101400
804,55,079,101500,4420,+43.007015,-088.007147,55079101500
805,55,079,101600,4582,+43.002940,-087.988578,55079101600
806,55,079,101700,3369,+43.001908,-088.006699,55079101700
807,55,079,101800,2649,+42.993506,-088.009236,55079101800
808,55,079,110100,4305,+43.015705,-087.974929,55079110100
809,55,079,120101,3953,+42.960069,-088.049675,55079120101
810,55,079,120102,3891,+42.973570,-088.046367,55079120102
811,55,079,120201,3606,+42.968307,-088.020506,55079120201
812,55,079,120202,3173,+42.966787,-087.996347,55079120202
813,55,079,120203,3529,+42.957444,-088.003399,55079120203
814,55,079,120300,1987,+42.980744,-087.972983,55079120300
815,55,079,120400,7312,+42.967298,-087.968146,55079120400
816,55,079,120501,3960,+42.938860,-087.964331,55079120501
817,55,079,120502,5246,+42.952137,-087.965664,55079120502
818,55,079,130100,4869,+42.942427,-088.045383,55079130100
819,55,079,130200,2822,+42.937623,-088.057775,55079130200
820,55,079,140100,2999,+42.941499,-088.019750,55079140100
821,55,079,140201,5235,+42.939762,-087.998081,55079140201
822,55,079,140202,5812,+42.934430,-087.980690,55079140202
823,55,079,150100,8972,+42.916283,-087.976509,55079150100
824,55,079,150301,5906,+42.906252,-088.052499,55079150301
825,55,079,150303,4856,+42.890390,-088.021256,55079150303
826,55,079,150304,4041,+42.917056,-088.032730,55079150304
827,55,079,160100,6528,+42.915914,-087.912266,55079160100
828,55,079,160202,7310,+42.883775,-087.879645,55079160202
829,55,079,160203,6069,+42.893783,-087.919072,55079160203
830,55,079,160204,4962,+42.880686,-087.929533,55079160204
831,55,079,160300,9582,+42.857391,-087.898064,55079160300
832,55,079,170100,2689,+42.922673,-087.856496,55079170100
833,55,079,170200,3869,+42.924374,-087.872703,55079170200
834,55,079,170300,2662,+42.910192,-087.875077,55079170300
835,55,079,170400,3362,+42.898629,-087.873058,55079170400
836,55,079,170500,2471,+42.897428,-087.857170,55079170500
837,55,079,170600,3384,+42.908881,-087.863765,55079170600
838,55,079,170700,2719,+42.905031,-087.852112,55079170700
839,55,079,180100,3029,+42.961940,-087.857805,55079180100
840,55,079,180200,4536,+42.954805,-087.855472,55079180200
841,55,079,180300,3371,+42.951114,-087.867811,55079180300
842,55,079,180400,2735,+42.937543,-087.855916,55079180400
843,55,079,180500,4596,+42.937259,-087.871975,55079180500
844,55,079,185100,4210,+42.973231,-087.864148,55079185100
845,55,079,185200,5149,+42.968358,-087.880995,55079185200
846,55,079,185300,3438,+43.053639,-088.054254,55079185300
847,55,079,185400,1639,+43.060859,-087.937183,55079185400
848,55,079,185500,1709,+43.060981,-087.927747,55079185500
849,55,079,185600,1776,+43.060493,-087.914078,55079185600
850,55,079,185700,2124,+43.067410,-087.914657,55079185700
851,55,079,185800,1606,+43.054239,-087.942847,55079185800
852,55,079,185900,1213,+43.054152,-087.933112,55079185900
853,55,079,186000,1451,+43.054103,-087.920875,55079186000
854,55,079,186100,2275,+43.048724,-087.942139,55079186100
855,55,079,186200,1422,+43.048803,-087.933195,55079186200
856,55,079,186300,3268,+43.041382,-087.921351,55079186300
857,55,079,186400,1643,+43.038722,-087.926792,55079186400
858,55,079,186500,1667,+43.021976,-087.916840,55079186500
859,55,079,186600,2152,+43.001208,-087.916774,55079186600
860,55,079,186800,1614,+43.024560,-087.951334,55079186800
861,55,079,186900,2213,+43.049693,-087.892319,55079186900
862,55,079,187000,3288,+43.054590,-087.888761,55079187000
863,55,079,187200,5384,+42.882798,-087.996771,55079187200
864,55,079,187300,6293,+42.886408,-087.965383,55079187300
865,55,079,187400,2341,+43.030675,-087.907454,55079187400
866,55,079,980000,0,+43.051192,-087.883057,55079980000
867,55,079,990000,0,+43.017662,-087.477827,55079990000
868,55,081,950100,4563,+44.067503,-090.486448,55081950100
869,55,081,950200,4892,+44.021045,-090.778356,55081950200
870,55,081,950300,6117,+43.938191,-090.829314,55081950300
871,55,081,950400,4610,+43.947267,-090.805158,55081950400
872,55,081,950500,5769,+43.984960,-090.517641,55081950500
873,55,081,950600,4321,+43.986312,-090.498398,55081950600
874,55,081,950700,4511,+43.888988,-090.395366,55081950700
875,55,081,950800,4421,+43.835185,-090.566680,55081950800
876,55,081,950900,5469,+43.818525,-090.800259,55081950900
877,55,083,100300,2756,+45.286310,-088.539098,55083100300
878,55,083,100500,2218,+45.115147,-088.288301,55083100500
879,55,083,100600,2828,+44.985569,-088.411973,55083100600
880,55,083,100700,2963,+44.907768,-088.305364,55083100700
881,55,083,100800,2507,+44.978184,-088.108531,55083100800
882,55,083,100900,2924,+44.912344,-087.878386,55083100900
883,55,083,101000,3939,+44.885639,-087.900486,55083101000
884,55,083,101100,4588,+44.817668,-088.038660,55083101100
885,55,083,101200,4152,+44.877713,-088.153630,55083101200
886,55,083,101300,8785,+44.718873,-088.118816,55083101300
887,55,083,990000,0,+44.781522,-087.840616,55083990000
888,55,085,970101,1554,+45.817155,-089.131165,55085970101
889,55,085,970102,3629,+45.665701,-089.236685,55085970102
890,55,085,970400,3026,+45.613748,-089.381706,55085970400
891,55,085,970500,1761,+45.606407,-089.521173,55085970500
892,55,085,970601,1927,+45.668246,-089.485908,55085970601
893,55,085,970602,3661,+45.750187,-089.414155,55085970602
894,55,085,970800,2390,+45.878171,-089.668944,55085970800
895,55,085,970900,2363,+45.780660,-089.681891,55085970900
896,55,085,971001,1181,+45.667310,-089.739584,55085971001
897,55,085,971002,2337,+45.854546,-089.800181,55085971002
898,55,085,971100,2006,+45.585355,-089.702067,55085971100
899,55,085,971300,1875,+45.868263,-089.712573,55085971300
900,55,085,971400,3668,+45.633550,-089.405852,55085971400
901,55,085,971500,4620,+45.646910,-089.411361,55085971500
902,55,087,010100,2762,+44.265302,-088.405299,55087010100
903,55,087,010200,4048,+44.267995,-088.424282,55087010200
904,55,087,010300,2391,+44.268400,-088.410784,55087010300
905,55,087,010500,4451,+44.265818,-088.391866,55087010500
906,55,087,010601,3629,+44.265205,-088.367784,55087010601
907,55,087,010602,3971,+44.252980,-088.368326,55087010602
908,55,087,010700,4339,+44.249260,-088.388937,55087010700
909,55,087,010800,1557,+44.246905,-088.412491,55087010800
910,55,087,010900,2134,+44.249002,-088.434567,55087010900
911,55,087,011000,5665,+44.256792,-088.435977,55087011000
912,55,087,011101,4971,+44.288075,-088.427750,55087011101
913,55,087,011102,7305,+44.285180,-088.447475,55087011102
914,55,087,011200,2912,+44.276983,-088.426446,55087011200
915,55,087,011300,3008,+44.276469,-088.406300,55087011300
916,55,087,011400,5306,+44.288935,-088.404705,55087011400
917,55,087,011501,3353,+44.279721,-088.385501,55087011501
918,55,087,011502,4496,+44.288946,-088.382934,55087011502
919,55,087,011600,6552,+44.259369,-088.339146,55087011600
920,55,087,011700,2605,+44.271080,-088.331405,55087011700
921,55,087,011800,1832,+44.279829,-088.314008,55087011800
922,55,087,011900,7952,+44.287287,-088.310012,55087011900
923,55,087,012000,6543,+44.255950,-088.309786,55087012000
924,55,087,012100,7690,+44.263391,-088.277425,55087012100
925,55,087,012200,1952,+44.276021,-088.276008,55087012200
926,55,087,012300,1647,+44.285602,-088.266917,55087012300
927,55,087,012400,2654,+44.290622,-088.272428,55087012400
928,55,087,012503,3654,+44.308334,-088.403031,55087012503
929,55,087,012504,3031,+44.312505,-088.369055,55087012504
930,55,087,012505,3094,+44.306851,-088.453951,55087012505
931,55,087,012506,4078,+44.261321,-088.481836,55087012506
932,55,087,012601,8333,+44.295750,-088.527868,55087012601
933,55,087,012602,4707,+44.286127,-088.630209,55087012602
934,55,087,012700,6282,+44.357229,-088.674185,55087012700
935,55,087,012800,7399,+44.423110,-088.518641,55087012800
936,55,087,012901,5975,+44.375830,-088.309342,55087012901
937,55,087,012902,3425,+44.367784,-088.427292,55087012902
938,55,087,013100,5814,+44.507587,-088.327845,55087013100
939,55,087,013200,3949,+44.531989,-088.575295,55087013200
940,55,087,013300,6551,+44.301730,-088.263716,55087013300
941,55,087,940000,4678,+44.472700,-088.235054,55087940000
942,55,089,610101,4331,+43.480419,-087.971676,55089610101
943,55,089,610102,3660,+43.499645,-087.846647,55089610102
944,55,089,620100,6079,+43.391808,-087.959423,55089620100
945,55,089,630100,2655,+43.390346,-087.875454,55089630100
946,55,089,630201,4743,+43.407872,-087.871354,55089630201
947,55,089,630202,5202,+43.384494,-087.895533,55089630202
948,55,089,640100,5700,+43.321030,-087.955976,55089640100
949,55,089,640200,7790,+43.324157,-087.934847,55089640200
950,55,089,650101,6516,+43.308378,-087.977195,55089650101
951,55,089,650102,2761,+43.303412,-087.997039,55089650102
952,55,089,650200,5038,+43.287224,-087.987225,55089650200
953,55,089,650300,5371,+43.324209,-088.017855,55089650300
954,55,089,660100,3235,+43.236753,-087.978948,55089660100
955,55,089,660201,3954,+43.227253,-088.025437,55089660201
956,55,089,660202,5678,+43.241147,-087.965399,55089660202
